HorseID,Horse,RunStyle,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate
H093,嫡愛心(H093),Midpack,1,3,3,27.43,33.33,100.0
H115,紅運帝王(H115),Frontrunner,1,3,1,40.6,33.33,33.33
H135,競駿光輝(H135),Frontrunner,1,3,1,36.0,33.33,33.33
H154,佳景臨門(H154),Midpack,1,3,1,12.67,33.33,33.33
H161,安泰(H161),Midpack,1,3,1,8.43,33.33,33.33
H186,堅又威(H186),Midpack,1,3,2,6.63,33.33,66.67
H277,新幹線(H277),Frontrunner,1,3,2,12.33,33.33,66.67
H283,日日獎(H283),Midpack,1,3,1,13.0,33.33,33.33
H337,自強不息(H337),Midpack,1,3,2,35.67,33.33,66.67
H347,紅海風帆(H347),Frontrunner,1,3,1,11.77,33.33,33.33
H366,知道長勝(H366),Closer,1,3,1,32.57,33.33,33.33
H440,椒椒醒(H440),Frontrunner,1,3,2,14.7,33.33,66.67
H452,安騁(H452),Frontrunner,1,3,2,9.43,33.33,66.67
H470,金駿星(H470),Midpack,1,3,1,6.17,33.33,33.33
J089,英雄戰歌(J089),Frontrunner,1,3,2,3.7,33.33,66.67
J090,喜勝駿駒(J090),Frontrunner,1,3,2,18.7,33.33,66.67
J131,加州活力(J131),Midpack,1,3,1,17.9,33.33,33.33
J207,喜蓮勇略(J207),Frontrunner,1,3,1,10.13,33.33,33.33
J218,添喜運(J218),Midpack,1,3,1,26.0,33.33,33.33
J258,超眼光(J258),Closer,1,3,2,8.57,33.33,66.67
J263,遙遙領先(J263),Frontrunner,1,3,3,5.7,33.33,100.0
J275,鑽石星空(J275),Frontrunner,1,3,1,35.83,33.33,33.33
J278,皇仁歡星(J278),Midpack,1,3,1,15.27,33.33,33.33
J283,越野大師(J283),Frontrunner,1,3,2,28.47,33.33,66.67
J305,領航財子(J305),Midpack,1,3,2,22.33,33.33,66.67
J333,魔術控制(J333),Midpack,1,3,1,23.53,33.33,33.33
J363,巴基之勝(J363),Midpack,1,3,2,4.87,33.33,66.67
J375,銳高(J375),Midpack,1,3,1,53.13,33.33,33.33
J378,大將鵰神(J378),Frontrunner,1,3,1,64.0,33.33,33.33
J390,共享富裕(J390),Midpack,1,3,1,3.63,33.33,33.33
J417,精彩駿將(J417),Frontrunner,1,3,1,2.9,33.33,33.33
J420,但求開心(J420),Midpack,1,3,3,3.03,33.33,100.0
J436,競馬一心(J436),Frontrunner,1,3,1,40.33,33.33,33.33
J442,八仟財陞(J442),Midpack,1,3,2,7.73,33.33,66.67
J443,至尊高超(J443),Midpack,1,3,3,6.0,33.33,100.0
J445,非凡豪傑(J445),Midpack,1,3,2,4.8,33.33,66.67
J454,包裝福星(J454),Closer,1,3,2,6.2,33.33,66.67
J478,美麗老撾(J478),Frontrunner,1,3,2,9.93,33.33,66.67
J484,決一劍(J484),Frontrunner,1,3,2,8.33,33.33,66.67
J489,凱旋升(J489),Midpack,1,3,1,15.2,33.33,33.33
J500,閃光燈(J500),Closer,1,3,2,7.67,33.33,66.67
J501,綫路達飛(J501),Frontrunner,1,3,1,18.13,33.33,33.33
J507,保羅傳奇(J507),Frontrunner,1,3,3,2.83,33.33,100.0
J516,馬鳳凰(J516),Midpack,1,3,1,5.8,33.33,33.33
J536,優才(J536),Frontrunner,1,3,2,8.43,33.33,66.67
K005,不同世界(K005),Closer,1,3,1,47.07,33.33,33.33
K005,不同世界(K005),Frontrunner,1,3,2,4.43,33.33,66.67
K020,有目共賞(K020),Midpack,1,3,2,7.07,33.33,66.67
K027,快靚旺(K027),Frontrunner,1,3,1,5.6,33.33,33.33
K037,時時精準(K037),Midpack,1,3,1,39.07,33.33,33.33
K041,深心星(K041),Frontrunner,1,3,3,14.0,33.33,100.0
K116,嘉冠王(K116),Frontrunner,1,3,1,4.97,33.33,33.33
K127,川河帥駒(K127),Frontrunner,1,3,2,4.53,33.33,66.67
K176,暴風之子(K176),Closer,1,3,1,66.33,33.33,33.33
K176,暴風之子(K176),Frontrunner,1,3,1,40.0,33.33,33.33
K186,蓮冠皇(K186),Closer,1,3,1,25.33,33.33,33.33
K227,顏色之皇(K227),Midpack,1,3,2,4.13,33.33,66.67
K234,天星(K234),Frontrunner,1,3,2,9.27,33.33,66.67
K246,小鳥天堂(K246),Closer,1,3,2,2.63,33.33,66.67
K342,合夥飛馳(K342),Frontrunner,1,3,2,4.93,33.33,66.67
K377,不勞而獲(K377),Midpack,1,3,2,4.87,33.33,66.67
D075,中華威威(D075),Midpack,0,3,0,8.6,0.0,0.0
D186,佳尊三(D186),Frontrunner,0,3,0,28.33,0.0,0.0
D258,進優自在(D258),Midpack,0,3,2,5.87,0.0,66.67
D287,合金皇(D287),Closer,0,3,0,37.33,0.0,0.0
D287,合金皇(D287),Frontrunner,0,3,1,29.33,0.0,33.33
D287,合金皇(D287),Midpack,0,3,0,56.0,0.0,0.0
E058,美麗同享(E058),Midpack,0,3,0,29.67,0.0,0.0
E082,對衡之星(E082),Closer,0,3,0,47.33,0.0,0.0
E166,樂天派(E166),Closer,0,3,1,31.33,0.0,33.33
E166,樂天派(E166),Midpack,0,3,1,13.9,0.0,33.33
E175,天火同人(E175),Frontrunner,0,3,1,41.33,0.0,33.33
E249,觔斗雲(E249),Closer,0,3,0,29.67,0.0,0.0
E269,佳運財(E269),Closer,0,3,0,112.0,0.0,0.0
E282,財駿(E282),Closer,0,3,0,36.33,0.0,0.0
E322,日日型(E322),Closer,0,3,0,41.33,0.0,0.0
E323,寶麗生輝(E323),Midpack,0,3,0,15.37,0.0,0.0
E360,龍騰飛翔(E360),Closer,0,3,0,15.67,0.0,0.0
E360,龍騰飛翔(E360),Midpack,0,3,1,25.63,0.0,33.33
E368,勇創派對(E368),Closer,0,3,0,48.67,0.0,0.0
E397,錢多多(E397),Midpack,0,3,1,14.6,0.0,33.33
E403,荃程路通(E403),Midpack,0,3,0,13.8,0.0,0.0
E414,天行健(E414),Closer,0,3,1,24.33,0.0,33.33
E430,寶賢得得(E430),Closer,0,3,0,74.33,0.0,0.0
E466,旭日昇(E466),Closer,0,3,2,8.67,0.0,66.67
E472,久久為攻(E472),Closer,0,3,0,32.33,0.0,0.0
E488,桃花多(E488),Midpack,0,3,1,8.73,0.0,33.33
G003,超悅明駒(G003),Frontrunner,0,3,1,6.77,0.0,33.33
G012,心想事成(G012),Midpack,0,3,0,49.0,0.0,0.0
G030,勇進齊心(G030),Midpack,0,3,0,33.33,0.0,0.0
G033,越駿知己(G033),Midpack,0,3,0,33.77,0.0,0.0
G045,威力奔騰(G045),Closer,0,3,0,88.0,0.0,0.0
G071,燊榮之星(G071),Midpack,0,3,0,21.0,0.0,0.0
G120,陸知(G120),Closer,0,3,0,29.67,0.0,0.0
G130,閃電(G130),Midpack,0,3,0,21.57,0.0,0.0
G144,多多勇駒(G144),Closer,0,3,0,51.33,0.0,0.0
G144,多多勇駒(G144),Midpack,0,3,0,37.33,0.0,0.0
G166,天足貓(G166),Midpack,0,3,0,38.33,0.0,0.0
G172,大登殿(G172),Midpack,0,3,1,16.43,0.0,33.33
G192,大才(G192),Closer,0,3,1,55.33,0.0,33.33
G209,自力更生(G209),Midpack,0,3,1,41.67,0.0,33.33
G229,龍船快(G229),Midpack,0,3,1,17.67,0.0,33.33
G230,佳福駒(G230),Closer,0,3,0,98.0,0.0,0.0
G237,宜春火力(G237),Closer,0,3,0,56.33,0.0,0.0
G244,樂加福(G244),Closer,0,3,2,19.67,0.0,66.67
G249,健康心靈(G249),Midpack,0,3,1,12.83,0.0,33.33
G264,皇帝英明(G264),Frontrunner,0,3,1,11.27,0.0,33.33
G265,小霸王(G265),Midpack,0,3,0,37.33,0.0,0.0
G268,勇敢巨星(G268),Closer,0,3,0,40.0,0.0,0.0
G286,錶之五知(G286),Midpack,0,3,0,24.4,0.0,0.0
G304,着着領先(G304),Closer,0,3,0,26.6,0.0,0.0
G315,福國寶(G315),Midpack,0,3,0,53.33,0.0,0.0
G326,黃腳鱲(G326),Frontrunner,0,3,0,18.07,0.0,0.0
G333,川河首駒(G333),Frontrunner,0,3,1,13.03,0.0,33.33
G346,步大威猛(G346),Closer,0,3,1,7.63,0.0,33.33
G396,非凡之星(G396),Midpack,0,3,1,23.67,0.0,33.33
G401,勝利神駒(G401),Frontrunner,0,3,0,13.8,0.0,0.0
G446,越駿歡欣(G446),Closer,0,3,2,30.33,0.0,66.67
G452,旗幟鬥士(G452),Midpack,0,3,0,15.53,0.0,0.0
G463,年年友福(G463),Midpack,0,3,2,7.4,0.0,66.67
H008,永遠美麗(H008),Midpack,0,3,1,57.67,0.0,33.33
H009,還看今朝(H009),Midpack,0,3,0,14.0,0.0,0.0
H012,快狠準(H012),Midpack,0,3,0,49.67,0.0,0.0
H018,鼓浪飛凡(H018),Midpack,0,3,0,29.33,0.0,0.0
H044,瑰麗人生(H044),Closer,0,3,0,33.33,0.0,0.0
H053,優悠俠(H053),Midpack,0,3,0,18.67,0.0,0.0
H072,縱橫大進(H072),Closer,0,3,0,44.33,0.0,0.0
H073,鐵三角(H073),Frontrunner,0,3,0,19.97,0.0,0.0
H093,嫡愛心(H093),Closer,0,3,1,27.67,0.0,33.33
H097,連連勝利(H097),Midpack,0,3,0,5.43,0.0,0.0
H105,威武寶寶(H105),Closer,0,3,1,7.83,0.0,33.33
H106,金德義(H106),Midpack,0,3,1,9.2,0.0,33.33
H121,馬有運(H121),Closer,0,3,0,19.17,0.0,0.0
H123,特別美麗(H123),Midpack,0,3,1,7.93,0.0,33.33
H133,精英至尊(H133),Midpack,0,3,1,7.97,0.0,33.33
H137,包裝旋風(H137),Closer,0,3,0,39.0,0.0,0.0
H142,凱旋時光(H142),Closer,0,3,0,74.0,0.0,0.0
H142,凱旋時光(H142),Frontrunner,0,3,0,20.33,0.0,0.0
H142,凱旋時光(H142),Midpack,0,3,0,54.67,0.0,0.0
H144,快馬加鞭(H144),Frontrunner,0,3,1,18.3,0.0,33.33
H166,錶之量子(H166),Closer,0,3,1,8.77,0.0,33.33
H173,焦點(H173),Midpack,0,3,1,7.67,0.0,33.33
H178,南區旺(H178),Frontrunner,0,3,1,5.4,0.0,33.33
H181,四喜鳥(H181),Closer,0,3,0,9.27,0.0,0.0
H195,魅力一心(H195),Closer,0,3,0,16.3,0.0,0.0
H200,全城帶勝(H200),Midpack,0,3,0,32.0,0.0,0.0
H229,運來勇士(H229),Closer,0,3,1,20.17,0.0,33.33
H247,飛躍精英(H247),Frontrunner,0,3,1,10.27,0.0,33.33
H247,飛躍精英(H247),Midpack,0,3,1,8.37,0.0,33.33
H252,果然僥倖(H252),Midpack,0,3,0,12.77,0.0,0.0
H256,明心知遇(H256),Closer,0,3,1,9.47,0.0,33.33
H258,加州偟者(H258),Closer,0,3,0,64.33,0.0,0.0
H262,喜至寶(H262),Midpack,0,3,2,8.17,0.0,66.67
H264,縱橫萬里(H264),Frontrunner,0,3,0,28.23,0.0,0.0
H271,加飯(H271),Closer,0,3,0,14.0,0.0,0.0
H277,新幹線(H277),Midpack,0,3,1,9.33,0.0,33.33
H287,嘉應獎昇(H287),Closer,0,3,0,10.67,0.0,0.0
H291,可愛新星(H291),Midpack,0,3,1,5.03,0.0,33.33
H292,木火龍駒(H292),Midpack,0,3,0,23.6,0.0,0.0
H298,巴閉仔(H298),Closer,0,3,0,48.0,0.0,0.0
H304,電子精彩(H304),Closer,0,3,0,14.1,0.0,0.0
H315,高氣派(H315),Frontrunner,0,3,1,22.5,0.0,33.33
H320,飛雲(H320),Closer,0,3,0,14.67,0.0,0.0
H320,飛雲(H320),Frontrunner,0,3,1,10.43,0.0,33.33
H320,飛雲(H320),Midpack,0,3,1,6.87,0.0,33.33
H322,電訊龍駒(H322),Midpack,0,3,3,4.63,0.0,100.0
H325,新力(H325),Closer,0,3,0,13.87,0.0,0.0
H325,新力(H325),Midpack,0,3,1,8.33,0.0,33.33
H346,極速奇兵(H346),Closer,0,3,0,51.67,0.0,0.0
H346,極速奇兵(H346),Frontrunner,0,3,1,4.5,0.0,33.33
H354,精算特殊(H354),Midpack,0,3,2,10.33,0.0,66.67
H357,碧海藍天(H357),Midpack,0,3,0,21.33,0.0,0.0
H358,青春力量(H358),Closer,0,3,0,20.63,0.0,0.0
H364,非凡達(H364),Closer,0,3,0,13.4,0.0,0.0
H368,精算暴雪(H368),Midpack,0,3,1,5.23,0.0,33.33
H382,雙贏(H382),Frontrunner,0,3,0,8.3,0.0,0.0
H385,發光發亮(H385),Frontrunner,0,3,0,53.67,0.0,0.0
H401,奔妙星(H401),Midpack,0,3,2,7.33,0.0,66.67
H403,時間寶(H403),Closer,0,3,0,4.7,0.0,0.0
H404,加州代表(H404),Midpack,0,3,1,61.73,0.0,33.33
H405,勝萬金(H405),Midpack,0,3,2,7.37,0.0,66.67
H416,廚師發辦(H416),Midpack,0,3,0,22.0,0.0,0.0
H432,歡樂老撾(H432),Closer,0,3,0,18.9,0.0,0.0
H432,歡樂老撾(H432),Frontrunner,0,3,0,9.97,0.0,0.0
H435,十二神將(H435),Closer,0,3,0,30.2,0.0,0.0
H437,香飄萬里(H437),Midpack,0,3,0,6.4,0.0,0.0
H441,翹峯(H441),Frontrunner,0,3,0,52.5,0.0,0.0
H445,摩界(H445),Frontrunner,0,3,0,86.0,0.0,0.0
H446,自己話事(H446),Closer,0,3,0,86.33,0.0,0.0
H450,勁大威猛(H450),Closer,0,3,2,19.33,0.0,66.67
H463,辣得凌厲(H463),Midpack,0,3,0,26.67,0.0,0.0
H465,全神貫注(H465),Frontrunner,0,3,0,20.67,0.0,0.0
H474,智取神駒(H474),Frontrunner,0,3,0,33.67,0.0,0.0
H475,綫路萬里(H475),Frontrunner,0,3,0,14.47,0.0,0.0
H475,綫路萬里(H475),Midpack,0,3,1,7.5,0.0,33.33
H481,勁好運(H481),Frontrunner,0,3,0,8.5,0.0,0.0
H484,陽光燦爛(H484),Midpack,0,3,0,13.93,0.0,0.0
J003,勁爽(J003),Closer,0,3,0,49.0,0.0,0.0
J007,占士德(J007),Frontrunner,0,3,2,21.0,0.0,66.67
J016,荷花之星(J016),Closer,0,3,0,25.0,0.0,0.0
J016,荷花之星(J016),Frontrunner,0,3,0,32.0,0.0,0.0
J017,紅運掌聲(J017),Closer,0,3,0,85.67,0.0,0.0
J043,銀刺勇士(J043),Frontrunner,0,3,1,9.67,0.0,33.33
J044,獵狐者勁(J044),Closer,0,3,0,66.33,0.0,0.0
J051,加州德至(J051),Frontrunner,0,3,0,12.43,0.0,0.0
J059,九尾狐(J059),Midpack,0,3,0,31.67,0.0,0.0
J067,雄昇勇士(J067),Closer,0,3,1,26.0,0.0,33.33
J075,嘉應傳承(J075),Closer,0,3,0,42.0,0.0,0.0
J076,聖托里尼(J076),Closer,0,3,0,67.0,0.0,0.0
J076,聖托里尼(J076),Midpack,0,3,0,47.33,0.0,0.0
J078,銀騰(J078),Closer,0,3,1,31.0,0.0,33.33
J091,嘉應巨昇(J091),Midpack,0,3,1,16.0,0.0,33.33
J093,有派頭(J093),Frontrunner,0,3,1,11.23,0.0,33.33
J095,漣心星(J095),Midpack,0,3,1,9.23,0.0,33.33
J101,鋒王(J101),Closer,0,3,0,53.0,0.0,0.0
J102,日頌月讚(J102),Frontrunner,0,3,0,12.67,0.0,0.0
J104,十八掌門(J104),Midpack,0,3,1,11.17,0.0,33.33
J115,快樂老撾(J115),Closer,0,3,1,8.67,0.0,33.33
J119,旺旺快駒(J119),Closer,0,3,1,10.17,0.0,33.33
J120,金榜之星(J120),Frontrunner,0,3,0,7.77,0.0,0.0
J124,德薩斯(J124),Closer,0,3,0,60.33,0.0,0.0
J129,加州陽光(J129),Closer,0,3,0,84.67,0.0,0.0
J133,德心知遇(J133),Frontrunner,0,3,0,6.57,0.0,0.0
J135,寶成智星(J135),Closer,0,3,1,58.63,0.0,33.33
J135,寶成智星(J135),Midpack,0,3,0,31.1,0.0,0.0
J138,爭金奪冠(J138),Midpack,0,3,1,23.63,0.0,33.33
J140,多利彩駒(J140),Closer,0,3,2,14.0,0.0,66.67
J142,開心寶寶(J142),Closer,0,3,1,25.3,0.0,33.33
J144,夢幻駿駒(J144),Midpack,0,3,1,18.87,0.0,33.33
J145,妙芳華(J145),Midpack,0,3,0,35.13,0.0,0.0
J146,精明選擇(J146),Midpack,0,3,1,19.0,0.0,33.33
J154,良田福星(J154),Closer,0,3,0,82.0,0.0,0.0
J158,安康萬里(J158),Frontrunner,0,3,2,3.97,0.0,66.67
J160,陽明閃耀(J160),Frontrunner,0,3,0,60.67,0.0,0.0
J167,博學多財(J167),Frontrunner,0,3,0,61.67,0.0,0.0
J171,陽光寶貝(J171),Closer,0,3,0,50.9,0.0,0.0
J173,衝上雲霄(J173),Midpack,0,3,2,10.4,0.0,66.67
J174,美神來(J174),Frontrunner,0,3,0,20.33,0.0,0.0
J177,連捷(J177),Closer,0,3,0,50.0,0.0,0.0
J182,齊歡最樂(J182),Closer,0,3,0,89.0,0.0,0.0
J193,華美之威(J193),Midpack,0,3,0,8.03,0.0,0.0
J203,勝意(J203),Midpack,0,3,2,2.97,0.0,66.67
J204,時時如意(J204),Closer,0,3,0,22.0,0.0,0.0
J210,發財鴻星(J210),Closer,0,3,0,13.87,0.0,0.0
J211,裕達寶駒(J211),Closer,0,3,0,198.0,0.0,0.0
J212,雙天寳馬(J212),Midpack,0,3,0,97.33,0.0,0.0
J213,君智盛(J213),Closer,0,3,0,24.67,0.0,0.0
J231,卓越蒨鋒(J231),Midpack,0,3,0,16.8,0.0,0.0
J243,八里旺(J243),Closer,0,3,0,122.33,0.0,0.0
J245,和平波(J245),Midpack,0,3,1,14.9,0.0,33.33
J247,皇帝英豪(J247),Frontrunner,0,3,0,62.33,0.0,0.0
J250,勝得福(J250),Frontrunner,0,3,2,7.43,0.0,66.67
J254,好瑪威威(J254),Frontrunner,0,3,0,23.0,0.0,0.0
J255,紅旺繽紛(J255),Midpack,0,3,0,38.77,0.0,0.0
J258,超眼光(J258),Midpack,0,3,0,18.67,0.0,0.0
J259,天火同心(J259),Closer,0,3,0,56.0,0.0,0.0
J259,天火同心(J259),Frontrunner,0,3,0,53.67,0.0,0.0
J261,囍眼光(J261),Frontrunner,0,3,1,10.3,0.0,33.33
J262,雄彬飛翔(J262),Closer,0,3,0,123.33,0.0,0.0
J263,遙遙領先(J263),Closer,0,3,1,32.07,0.0,33.33
J266,香港神駒(J266),Frontrunner,0,3,1,16.33,0.0,33.33
J268,整蠱專家(J268),Frontrunner,0,3,1,26.7,0.0,33.33
J268,整蠱專家(J268),Midpack,0,3,0,44.33,0.0,0.0
J271,幻影旋風(J271),Midpack,0,3,0,98.33,0.0,0.0
J274,快步流星(J274),Closer,0,3,0,91.0,0.0,0.0
J282,銘記知友(J282),Closer,0,3,0,6.77,0.0,0.0
J283,越野大師(J283),Midpack,0,3,0,10.47,0.0,0.0
J290,東來欣賞(J290),Frontrunner,0,3,0,15.43,0.0,0.0
J291,競駿飛翔(J291),Closer,0,3,0,36.33,0.0,0.0
J299,凝聚美麗(J299),Midpack,0,3,0,15.17,0.0,0.0
J300,盈妍威楓(J300),Midpack,0,3,0,15.37,0.0,0.0
J303,得道猴王(J303),Closer,0,3,0,12.5,0.0,0.0
J304,獵寶勤(J304),Midpack,0,3,2,6.43,0.0,66.67
J306,精英勇士(J306),Closer,0,3,0,24.0,0.0,0.0
J307,勇敢歡欣(J307),Frontrunner,0,3,0,85.67,0.0,0.0
J312,多彩多姿(J312),Closer,0,3,0,11.33,0.0,0.0
J314,太行美景(J314),Midpack,0,3,0,38.33,0.0,0.0
J340,進傲星(J340),Midpack,0,3,0,47.67,0.0,0.0
J342,火金鷹(J342),Closer,0,3,0,142.0,0.0,0.0
J344,歷險大將(J344),Closer,0,3,0,120.0,0.0,0.0
J346,快活英雄(J346),Midpack,0,3,1,7.67,0.0,33.33
J347,電路豪傑(J347),Closer,0,3,0,49.67,0.0,0.0
J350,清遠之星(J350),Closer,0,3,0,100.33,0.0,0.0
J350,清遠之星(J350),Midpack,0,3,0,30.67,0.0,0.0
J351,智開心(J351),Closer,0,3,0,129.33,0.0,0.0
J351,智開心(J351),Frontrunner,0,3,0,99.33,0.0,0.0
J359,天下寵兒(J359),Midpack,0,3,0,26.83,0.0,0.0
J362,比特星(J362),Closer,0,3,0,100.0,0.0,0.0
J365,贏得自然(J365),Midpack,0,3,0,73.33,0.0,0.0
J369,志在福星(J369),Midpack,0,3,0,42.33,0.0,0.0
J370,加州本事(J370),Midpack,0,3,1,46.33,0.0,33.33
J371,風雲(J371),Frontrunner,0,3,1,60.33,0.0,33.33
J374,一石二鳥(J374),Midpack,0,3,0,77.67,0.0,0.0
J378,大將鵰神(J378),Midpack,0,3,0,50.33,0.0,0.0
J380,星河勇士(J380),Midpack,0,3,0,81.0,0.0,0.0
J384,勁進駒(J384),Frontrunner,0,3,1,3.83,0.0,33.33
J384,勁進駒(J384),Midpack,0,3,0,18.27,0.0,0.0
J389,金主(J389),Midpack,0,3,2,8.33,0.0,66.67
J393,維港激流(J393),Midpack,0,3,0,87.33,0.0,0.0
J395,至高心得(J395),Midpack,0,3,1,82.0,0.0,33.33
J397,金鑽精靈(J397),Midpack,0,3,0,22.03,0.0,0.0
J399,豐盛(J399),Midpack,0,3,2,7.37,0.0,66.67
J405,展雄威(J405),Closer,0,3,1,11.0,0.0,33.33
J415,手機錶勝(J415),Closer,0,3,0,103.33,0.0,0.0
J417,精彩駿將(J417),Closer,0,3,1,12.1,0.0,33.33
J426,相映紅(J426),Midpack,0,3,1,12.97,0.0,33.33
J430,辰速密碼(J430),Closer,0,3,0,44.67,0.0,0.0
J441,天火同德(J441),Closer,0,3,0,98.33,0.0,0.0
J458,利不可擋(J458),Midpack,0,3,0,166.67,0.0,0.0
J459,鐵甲驌龍(J459),Frontrunner,0,3,0,60.33,0.0,0.0
J465,品德寶寶(J465),Frontrunner,0,3,0,58.0,0.0,0.0
J465,品德寶寶(J465),Midpack,0,3,0,38.67,0.0,0.0
J469,開心之旅(J469),Closer,0,3,0,140.67,0.0,0.0
J470,包裝明駒(J470),Closer,0,3,0,7.6,0.0,0.0
J470,包裝明駒(J470),Frontrunner,0,3,1,10.87,0.0,33.33
J475,綠水青山(J475),Midpack,0,3,0,115.33,0.0,0.0
J478,美麗老撾(J478),Closer,0,3,0,14.33,0.0,0.0
J484,決一劍(J484),Closer,0,3,0,21.33,0.0,0.0
J488,北地烈馬(J488),Midpack,0,3,0,52.13,0.0,0.0
J493,不假外求(J493),Midpack,0,3,0,92.67,0.0,0.0
J494,領航天子(J494),Midpack,0,3,0,5.47,0.0,0.0
J496,歡樂飛駒(J496),Closer,0,3,0,30.67,0.0,0.0
J496,歡樂飛駒(J496),Midpack,0,3,1,26.97,0.0,33.33
J501,綫路達飛(J501),Closer,0,3,0,25.97,0.0,0.0
J508,光輝歲月(J508),Closer,0,3,0,38.0,0.0,0.0
J515,高感(J515),Midpack,0,3,1,38.37,0.0,33.33
J521,金鑽八十(J521),Frontrunner,0,3,0,54.67,0.0,0.0
J523,勁者(J523),Closer,0,3,0,17.67,0.0,0.0
J523,勁者(J523),Midpack,0,3,2,10.93,0.0,66.67
J524,捷足奔馳(J524),Midpack,0,3,1,83.2,0.0,33.33
J530,朗日自強(J530),Closer,0,3,0,98.67,0.0,0.0
J531,手到齊來(J531),Midpack,0,3,0,83.33,0.0,0.0
J533,開心宇宙(J533),Frontrunner,0,3,0,16.07,0.0,0.0
J534,風再起時(J534),Closer,0,3,1,28.0,0.0,33.33
J540,樂勝天下(J540),Frontrunner,0,3,1,9.83,0.0,33.33
J546,小皇爺(J546),Midpack,0,3,1,11.83,0.0,33.33
J547,劍無名(J547),Closer,0,3,0,9.1,0.0,0.0
J547,劍無名(J547),Midpack,0,3,0,16.4,0.0,0.0
J548,萬事掂(J548),Closer,0,3,0,116.67,0.0,0.0
J550,嫡愛好(J550),Midpack,0,3,1,12.07,0.0,33.33
K010,連連幸運(K010),Frontrunner,0,3,1,20.03,0.0,33.33
K016,開心五月(K016),Midpack,0,3,0,55.0,0.0,0.0
K021,百賀飛駒(K021),Closer,0,3,2,9.23,0.0,66.67
K021,百賀飛駒(K021),Frontrunner,0,3,1,18.0,0.0,33.33
K028,東方魅影(K028),Closer,0,3,0,98.33,0.0,0.0
K028,東方魅影(K028),Midpack,0,3,1,62.0,0.0,33.33
K042,英勇名駒(K042),Closer,0,3,0,74.33,0.0,0.0
K047,勁騷(K047),Midpack,0,3,0,84.33,0.0,0.0
K051,大千絕塵(K051),Closer,0,3,0,25.33,0.0,0.0
K052,魅力星(K052),Closer,0,3,1,53.33,0.0,33.33
K052,魅力星(K052),Midpack,0,3,0,18.67,0.0,0.0
K059,悠悠乾坤(K059),Midpack,0,3,0,25.33,0.0,0.0
K063,西坎德爾(K063),Closer,0,3,0,140.67,0.0,0.0
K066,實在美麗(K066),Closer,0,3,0,78.33,0.0,0.0
K068,貓山王(K068),Midpack,0,3,0,32.67,0.0,0.0
K069,盛載富祿(K069),Midpack,0,3,0,101.0,0.0,0.0
K071,驕陽萬里(K071),Closer,0,3,0,92.67,0.0,0.0
K080,自動自覺(K080),Midpack,0,3,1,30.0,0.0,33.33
K084,翠兒威威(K084),Midpack,0,3,1,20.27,0.0,33.33
K090,運籌帷幄(K090),Closer,0,3,0,137.33,0.0,0.0
K093,星價(K093),Closer,0,3,0,87.9,0.0,0.0
K097,錶之極光(K097),Frontrunner,0,3,0,29.63,0.0,0.0
K102,快步向前(K102),Frontrunner,0,3,0,101.67,0.0,0.0
K103,前衛火影(K103),Closer,0,3,1,69.0,0.0,33.33
K104,暴風一族(K104),Closer,0,3,0,176.0,0.0,0.0
K106,友得盈(K106),Frontrunner,0,3,0,14.0,0.0,0.0
K106,友得盈(K106),Midpack,0,3,0,18.33,0.0,0.0
K110,肥仔精神(K110),Closer,0,3,0,73.0,0.0,0.0
K111,盛勢威楓(K111),Closer,0,3,0,77.33,0.0,0.0
K112,飛躍成就(K112),Midpack,0,3,1,14.23,0.0,33.33
K113,科創世紀(K113),Frontrunner,0,3,0,14.5,0.0,0.0
K117,長峰小子(K117),Closer,0,3,0,133.67,0.0,0.0
K119,神舟彎月(K119),Closer,0,3,0,73.67,0.0,0.0
K125,富心星(K125),Midpack,0,3,1,84.0,0.0,33.33
K127,川河帥駒(K127),Midpack,0,3,0,10.63,0.0,0.0
K131,盈好威楓(K131),Midpack,0,3,2,16.7,0.0,66.67
K139,友運行(K139),Midpack,0,3,0,127.0,0.0,0.0
K145,彩虹七色(K145),Closer,0,3,2,42.13,0.0,66.67
K156,奔放(K156),Closer,0,3,0,18.0,0.0,0.0
K161,平凡騎士(K161),Closer,0,3,0,10.27,0.0,0.0
K161,平凡騎士(K161),Midpack,0,3,1,12.53,0.0,33.33
K165,馬達(K165),Midpack,0,3,1,29.37,0.0,33.33
K169,假面騎士(K169),Midpack,0,3,1,7.63,0.0,33.33
K171,萬事得意(K171),Midpack,0,3,0,57.0,0.0,0.0
K172,大眾福星(K172),Closer,0,3,1,15.17,0.0,33.33
K174,佛亮老撾(K174),Closer,0,3,1,15.77,0.0,33.33
K174,佛亮老撾(K174),Frontrunner,0,3,0,15.43,0.0,0.0
K190,凱明神駒(K190),Frontrunner,0,3,0,46.0,0.0,0.0
K199,確好勁(K199),Midpack,0,3,0,147.67,0.0,0.0
K200,十力(K200),Midpack,0,3,0,63.33,0.0,0.0
K207,枕頭之星(K207),Closer,0,3,0,40.0,0.0,0.0
K208,駿跑得(K208),Midpack,0,3,0,8.2,0.0,0.0
K228,螢影飛馳(K228),Midpack,0,3,0,38.97,0.0,0.0
K229,三強(K229),Midpack,0,3,0,132.33,0.0,0.0
K231,久久為軍(K231),Closer,0,3,0,64.33,0.0,0.0
